"strata_1","cluster_2","total","cluster_3","cluster_0","region","id","ENTIDAD","NOM_ENT","MUN","NOM_MUN","LOC","NOM_LOC","AGEB","MZA","POBTOT","POBFEM","POBMAS","P_0A2","P_0A2_F","P_0A2_M","P_3YMAS","P_3YMAS_F","P_3YMAS_M","P_5YMAS","P_5YMAS_F","P_5YMAS_M","P_12YMAS","P_12YMAS_F","P_12YMAS_M","P_15YMAS","P_15YMAS_F","P_15YMAS_M","P_18YMAS","P_18YMAS_F","P_18YMAS_M","P_3A5","P_3A5_F","P_3A5_M","P_6A11","P_6A11_F","P_6A11_M","P_8A14","P_8A14_F","P_8A14_M","P_12A14","P_12A14_F","P_12A14_M","P_15A17","P_15A17_F","P_15A17_M","P_18A24","P_18A24_F","P_18A24_M","P_15A49_F","P_60YMAS","P_60YMAS_F","P_60YMAS_M","REL_H_M","POB0_14","POB15_64","POB65_MAS","PROM_HNV","PNACENT","PNACENT_F","PNACENT_M","PNACOE","PNACOE_F","PNACOE_M","PRES2015","PRES2015_F","PRES2015_M","PRESOE15","PRESOE15_F","PRESOE15_M","P3YM_HLI","P3YM_HLI_F","P3YM_HLI_M","P3HLINHE","P3HLINHE_F","P3HLINHE_M","P3HLI_HE","P3HLI_HE_F","P3HLI_HE_M","P5_HLI","P5_HLI_NHE","P5_HLI_HE","PHOG_IND","POB_AFRO","POB_AFRO_F","POB_AFRO_M","PCON_DISC","PCDISC_MOT","PCDISC_VIS","PCDISC_LENG","PCDISC_AUD","PCDISC_MOT2","PCDISC_MEN","PCON_LIMI","PCLIM_CSB","PCLIM_VIS","PCLIM_HACO","PCLIM_OAUD","PCLIM_MOT2","PCLIM_RE_CO","PCLIM_PMEN","PSIND_LIM","P3A5_NOA","P3A5_NOA_F","P3A5_NOA_M","P6A11_NOA","P6A11_NOAF","P6A11_NOAM","P12A14NOA","P12A14NOAF","P12A14NOAM","P15A17A","P15A17A_F","P15A17A_M","P18A24A","P18A24A_F","P18A24A_M","P8A14AN","P8A14AN_F","P8A14AN_M","P15YM_AN","P15YM_AN_F","P15YM_AN_M","P15YM_SE","P15YM_SE_F","P15YM_SE_M","P15PRI_IN","P15PRI_INF","P15PRI_INM","P15PRI_CO","P15PRI_COF","P15PRI_COM","P15SEC_IN","P15SEC_INF","P15SEC_INM","P15SEC_CO","P15SEC_COF","P15SEC_COM","P18YM_PB","P18YM_PB_F","P18YM_PB_M","GRAPROES","GRAPROES_F","GRAPROES_M","PEA","PEA_F","PEA_M","PE_INAC","PE_INAC_F","PE_INAC_M","POCUPADA","POCUPADA_F","POCUPADA_M","PDESOCUP","PDESOCUP_F","PDESOCUP_M","PSINDER","PDER_SS","PDER_IMSS","PDER_ISTE","PDER_ISTEE","PAFIL_PDOM","PDER_SEGP","PDER_IMSSB","PAFIL_IPRIV","PAFIL_OTRAI","P12YM_SOLT","P12YM_CASA","P12YM_SEPA","PCATOLICA","PRO_CRIEVA","POTRAS_REL","PSIN_RELIG","TOTHOG","HOGJEF_F","HOGJEF_M","POBHOG","PHOGJEF_F","PHOGJEF_M","VIVTOT","TVIVHAB","TVIVPAR","VIVPAR_HAB","VIVPARH_CV","TVIVPARHAB","VIVPAR_DES","VIVPAR_UT","OCUPVIVPAR","PROM_OCUP","PRO_OCUP_C","VPH_PISODT","VPH_PISOTI","VPH_1DOR","VPH_2YMASD","VPH_1CUART","VPH_2CUART","VPH_3YMASC","VPH_C_ELEC","VPH_S_ELEC","VPH_AGUADV","VPH_AEASP","VPH_AGUAFV","VPH_TINACO","VPH_CISTER","VPH_EXCSA","VPH_LETR","VPH_DRENAJ","VPH_NODREN","VPH_C_SERV","VPH_NDEAED","VPH_DSADMA","VPH_NDACMM","VPH_SNBIEN","VPH_REFRI","VPH_LAVAD","VPH_HMICRO","VPH_AUTOM","VPH_MOTO","VPH_BICI","VPH_RADIO","VPH_TV","VPH_PC","VPH_TELEF","VPH_CEL","VPH_INTER","VPH_STVP","VPH_SPMVPI","VPH_CVJ","VPH_SINRTV","VPH_SINLTC","VPH_SINCINT","VPH_SINTIC","AMBITO","tipo_localidad","ARLU","AULR","tipo","TAMLOC","AGEBR","fpc_2","fpc_3","fpc_0"
1,2,111,368,6775,"El Bajío Queretano","16095","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400013365","2201400013365028",111,51,60,5,3,NA,106,48,58,104,48,56,87,42,45,82,39,43,79,38,41,6,NA,4,13,4,9,16,7,9,5,3,NA,3,NA,NA,18,8,10,31,5,4,NA,117.65,29,80,NA,1.74,74,30,44,36,21,15,98,45,53,6,3,3,NA,0,NA,0,0,0,NA,0,NA,NA,0,NA,NA,NA,0,NA,10,NA,9,0,NA,0,0,15,NA,13,0,NA,0,0,NA,85,NA,NA,0,NA,NA,0,0,0,0,NA,NA,0,11,5,6,0,0,0,0,0,0,NA,NA,0,NA,NA,0,4,NA,3,0,0,0,19,11,8,55,23,32,11.24,10.82,11.63,64,27,37,23,15,8,64,27,37,0,0,0,17,94,80,3,NA,0,8,0,NA,0,34,46,7,81,9,0,21,36,16,20,111,51,60,36,36,32,32,36,36,0,0,111,3.08,0.91,36,0,0,36,0,NA,35,36,0,36,36,0,36,NA,36,0,36,0,36,0,36,15,0,33,25,22,20,6,10,27,35,25,25,35,31,30,16,10,NA,0,4,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400013365-AGEB-Urbana","Localidad amanzanada",NA,"2201400013365",1,0.020244299503608863,0.21951219512195122
1,2,63,368,6754,"El Bajío Queretano","16076","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400013365","2201400013365006",63,32,31,NA,NA,NA,61,31,30,59,30,29,56,28,28,52,26,26,47,22,25,NA,NA,NA,3,NA,NA,5,3,NA,4,NA,NA,5,4,NA,10,NA,8,20,3,NA,NA,96.88,11,50,NA,1.14,47,24,23,16,8,8,58,30,28,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,62,NA,NA,0,0,0,0,0,0,0,4,4,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,3,NA,NA,NA,0,NA,9,3,6,33,17,16,11.46,11.81,11.12,38,14,24,18,14,4,38,14,24,0,0,0,6,57,54,NA,0,0,NA,0,0,0,23,27,6,61,NA,0,NA,20,7,13,63,16,47,20,20,19,19,20,20,0,0,63,3.15,0.91,20,0,NA,19,0,NA,19,20,0,20,20,0,20,0,20,0,20,0,20,0,20,7,0,20,17,14,12,NA,5,11,20,11,14,20,17,17,3,3,0,0,3,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400013365-AGEB-Urbana","Localidad amanzanada",NA,"2201400013365",1,0.020244299503608863,0.21951219512195122
1,2,261,368,6794,"El Bajío Queretano","16111","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400013365","2201400013365044",261,128,133,9,3,6,252,125,127,245,122,123,215,104,111,202,98,104,187,91,96,11,4,7,26,17,9,32,17,15,13,6,7,15,7,8,41,21,20,76,17,6,11,103.91,59,191,11,1.44,166,82,84,94,46,48,240,120,120,4,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,4,NA,NA,0,NA,0,0,15,8,6,NA,NA,NA,3,4,238,NA,NA,NA,3,NA,NA,NA,0,NA,13,6,7,16,4,12,0,0,0,NA,NA,0,3,NA,NA,4,NA,NA,14,6,8,NA,0,NA,62,30,32,105,52,53,10.84,10.71,10.96,144,63,81,70,41,29,140,63,77,4,0,4,50,210,164,3,0,0,43,NA,0,0,73,115,26,222,14,0,24,76,23,53,261,83,178,76,76,69,69,76,76,0,0,261,3.43,0.94,76,0,3,73,0,NA,75,76,0,76,76,0,75,5,76,0,75,NA,75,0,75,28,0,75,63,47,47,6,8,54,74,41,50,74,68,54,19,19,NA,NA,5,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400013365-AGEB-Urbana","Localidad amanzanada",NA,"2201400013365",1,0.020244299503608863,0.21951219512195122
1,2,89,368,6791,"El Bajío Queretano","16109","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400013365","2201400013365042",89,49,40,NA,0,NA,87,49,38,86,48,38,82,46,36,75,42,33,71,40,31,NA,NA,0,4,NA,NA,8,4,4,7,4,3,4,NA,NA,12,6,6,34,3,3,0,81.63,14,73,NA,1.15,77,42,35,12,7,5,86,48,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,7,0,7,0,NA,0,0,0,80,NA,NA,0,0,0,0,0,0,0,3,NA,NA,4,NA,NA,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,6,6,0,NA,NA,0,25,10,15,38,22,16,10.92,10.55,11.39,67,38,29,15,8,7,67,38,29,0,0,0,19,69,63,4,0,0,6,0,0,0,38,35,9,79,NA,0,8,31,16,15,89,47,42,31,31,27,27,31,31,0,0,89,2.87,0.96,31,0,4,27,0,8,23,31,0,31,31,0,31,0,31,0,31,0,31,0,31,10,0,30,30,25,20,4,6,23,30,27,24,30,29,25,19,13,0,0,NA,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400013365-AGEB-Urbana","Localidad amanzanada",NA,"2201400013365",1,0.020244299503608863,0.21951219512195122
1,2,78,368,6762,"El Bajío Queretano","16083","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400013365","2201400013365014",78,35,43,NA,0,NA,76,35,41,75,34,41,66,30,36,58,28,30,50,24,26,3,NA,NA,7,3,4,13,3,10,8,NA,6,8,4,4,7,3,4,24,3,NA,NA,122.86,20,58,0,1.37,45,20,25,33,15,18,75,34,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,8,4,4,4,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,NA,15,7,8,33,15,18,11.48,11.29,11.67,37,15,22,29,15,14,36,15,21,NA,0,NA,11,67,57,NA,0,0,9,0,0,0,26,36,4,68,5,0,5,24,12,12,78,41,37,24,24,22,22,24,24,0,0,78,3.25,0.98,24,0,0,24,0,NA,23,24,0,24,24,0,24,3,24,0,24,0,24,0,24,7,0,24,18,16,17,NA,3,19,24,12,21,24,20,19,NA,NA,0,0,3,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400013365-AGEB-Urbana","Localidad amanzanada",NA,"2201400013365",1,0.020244299503608863,0.21951219512195122
1,2,176,368,6757,"El Bajío Queretano","16079","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400013365","2201400013365009",176,87,89,11,8,3,165,79,86,162,78,84,146,71,75,138,69,69,123,62,61,7,4,3,12,4,8,16,5,11,8,NA,6,15,7,8,32,12,20,56,7,NA,5,102.3,38,132,6,1.46,124,63,61,51,24,27,161,78,83,NA,0,NA,NA,0,NA,0,0,0,NA,0,NA,NA,0,NA,4,NA,0,NA,12,NA,9,0,0,0,NA,15,0,13,0,NA,0,NA,6,145,NA,0,NA,NA,0,NA,0,0,0,13,6,7,17,4,13,NA,0,NA,0,0,0,3,NA,NA,0,0,0,5,3,NA,NA,0,NA,51,28,23,73,35,38,11.08,11.16,11,95,44,51,51,27,24,95,44,51,0,0,0,39,137,109,6,0,0,20,0,0,NA,64,73,9,140,15,NA,20,50,20,30,176,69,107,52,50,45,43,50,50,NA,0,176,3.52,1.07,50,0,4,46,0,NA,49,50,0,50,50,0,50,5,50,0,50,0,50,0,50,17,0,50,40,29,33,3,12,38,48,30,40,48,43,42,19,16,0,NA,7,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400013365-AGEB-Urbana","Localidad amanzanada",NA,"2201400013365",1,0.020244299503608863,0.21951219512195122
1,2,149,368,6771,"El Bajío Queretano","16091","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400013365","2201400013365023",149,72,77,6,3,3,143,69,74,137,67,70,120,60,60,118,59,59,111,57,54,8,NA,6,15,7,8,9,3,6,NA,NA,NA,7,NA,5,27,15,12,49,9,5,4,106.94,31,117,NA,1.48,85,37,48,62,33,29,129,64,65,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,7,3,4,NA,0,NA,NA,22,NA,19,0,NA,NA,5,0,120,NA,NA,0,NA,NA,NA,0,0,0,6,NA,5,11,3,8,0,0,0,0,0,0,3,NA,NA,0,0,0,11,8,3,0,0,0,37,18,19,66,32,34,11.1,10.92,11.29,89,40,49,31,20,11,89,40,49,0,0,0,32,117,109,3,0,0,5,NA,0,0,48,60,12,96,23,0,30,44,23,21,149,82,67,44,44,39,39,44,44,0,0,149,3.39,1.01,44,0,3,41,0,NA,42,44,0,44,44,0,44,0,44,0,44,0,44,0,44,12,0,42,39,31,31,3,6,35,43,32,30,44,41,39,21,11,NA,0,NA,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400013365-AGEB-Urbana","Localidad amanzanada",NA,"2201400013365",1,0.020244299503608863,0.21951219512195122
1,2,64,378,7026,"El Bajío Queretano","16320","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400013469","2201400013469003",64,30,34,NA,NA,NA,62,29,33,62,29,33,60,27,33,57,26,31,57,26,31,0,0,0,NA,NA,0,5,3,NA,3,NA,NA,0,0,0,11,3,8,13,16,7,9,113.33,7,49,8,1.41,22,8,14,42,22,20,54,24,30,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,NA,0,NA,0,NA,0,59,0,0,0,0,0,0,0,0,0,0,0,0,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,25,30,15.39,14.42,16.23,31,12,19,29,15,14,28,11,17,3,NA,NA,14,50,24,13,0,0,NA,0,12,0,23,33,4,45,7,3,9,22,4,18,64,9,55,23,22,22,21,22,22,NA,0,64,2.91,0.6,22,0,3,19,0,0,22,22,0,22,22,0,22,21,22,0,22,0,22,0,22,0,0,22,22,21,22,3,4,19,22,22,20,22,22,18,16,6,0,0,0,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400013469-AGEB-Urbana","Localidad amanzanada",NA,"2201400013469",1,0.034933133417859225,0.14516129032258066
1,2,127,378,7068,"El Bajío Queretano","16359","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400013469","2201400013469042",127,66,61,NA,NA,0,125,64,61,124,64,60,116,63,53,110,60,50,107,58,49,NA,0,NA,7,NA,6,12,4,8,6,3,3,3,NA,NA,13,6,7,34,26,13,13,92.42,17,94,16,1.16,33,17,16,88,47,41,107,56,51,11,5,6,NA,0,NA,0,0,0,NA,0,NA,NA,0,NA,NA,8,4,4,4,0,3,0,NA,0,0,12,7,6,0,NA,0,NA,NA,110,0,0,0,0,0,0,0,0,0,3,NA,NA,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,103,54,49,15.11,14.57,15.76,65,30,35,51,33,18,64,30,34,NA,0,NA,28,99,75,10,NA,0,NA,0,26,0,40,68,8,92,15,NA,19,47,13,34,127,28,99,60,47,60,47,47,47,7,6,127,2.7,0.48,47,0,3,44,0,NA,45,47,0,47,47,0,47,43,47,0,47,0,47,0,47,NA,0,47,44,41,46,NA,8,44,47,45,41,47,47,41,27,12,0,0,0,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400013469-AGEB-Urbana","Localidad amanzanada",NA,"2201400013469",1,0.034933133417859225,0.14516129032258066
1,2,55,378,7055,"El Bajío Queretano","16347","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400013469","2201400013469030",55,30,25,NA,NA,0,53,28,25,51,27,24,50,27,23,50,27,23,49,26,23,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,0,8,4,4,16,11,7,4,83.33,5,43,7,0.96,19,11,8,36,19,17,39,21,18,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,NA,0,0,0,10,3,8,0,NA,NA,0,NA,42,0,0,0,0,0,0,0,0,0,NA,NA,0,6,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,0,0,0,NA,NA,0,44,23,21,14.26,13.93,14.65,36,16,20,14,11,3,36,16,20,0,0,0,13,42,34,5,0,0,NA,0,6,NA,23,20,7,34,NA,0,18,19,8,11,55,16,39,27,19,27,19,19,19,5,3,55,2.89,0.59,19,0,3,16,NA,NA,16,19,0,19,19,0,18,16,19,0,19,0,19,0,19,0,0,19,16,19,19,4,NA,15,19,16,13,18,18,9,10,7,0,0,NA,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400013469-AGEB-Urbana","Localidad amanzanada",NA,"2201400013469",1,0.034933133417859225,0.14516129032258066
1,2,68,378,7037,"El Bajío Queretano","16330","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400013469","2201400013469013",68,36,32,0,0,0,68,36,32,68,36,32,59,32,27,56,30,26,55,30,25,NA,0,NA,8,4,4,8,4,4,3,NA,NA,NA,0,NA,10,5,5,19,7,3,4,88.89,12,50,6,1.31,26,11,15,42,25,17,61,32,29,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,NA,0,NA,6,3,3,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA,NA,NA,NA,51,28,23,14.71,14.67,14.77,40,22,18,19,10,9,39,21,18,NA,NA,0,18,50,43,4,0,0,3,0,NA,0,20,36,3,50,12,0,6,23,6,17,68,12,56,31,23,31,23,23,23,3,5,68,2.96,0.56,23,0,3,20,0,0,23,23,0,23,23,0,23,21,23,0,23,0,23,0,23,0,0,23,21,21,23,3,4,22,22,22,17,23,23,19,16,11,0,0,0,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400013469-AGEB-Urbana","Localidad amanzanada",NA,"2201400013469",1,0.034933133417859225,0.14516129032258066
1,2,0,378,7090,"El Bajío Queretano","16379","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400013469","2201400013469062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400013469-AGEB-Urbana","Localidad amanzanada",NA,"2201400013469",1,0.034933133417859225,0.14516129032258066
1,2,162,378,7074,"El Bajío Queretano","16364","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400013469","2201400013469047",162,83,79,3,NA,NA,159,82,77,154,79,75,149,78,71,143,76,67,138,73,65,5,3,NA,5,NA,4,10,3,7,6,NA,4,5,3,NA,24,13,11,51,18,11,7,95.18,19,134,9,1.24,57,32,25,97,48,49,128,64,64,22,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,4,3,NA,0,0,NA,0,0,9,NA,NA,0,5,0,NA,0,146,3,3,0,0,0,0,0,0,0,5,3,NA,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,3,NA,NA,131,68,63,15.14,14.74,15.58,88,42,46,57,33,24,87,42,45,NA,0,NA,32,126,72,12,3,3,6,0,41,0,57,77,11,124,7,0,27,56,17,39,162,39,123,95,56,87,48,56,56,26,13,162,2.89,0.58,55,0,13,43,NA,0,55,56,0,56,56,0,55,48,56,0,56,0,56,0,56,NA,0,56,54,52,54,6,11,43,55,53,45,56,55,45,41,25,NA,0,NA,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400013469-AGEB-Urbana","Localidad amanzanada",NA,"2201400013469",1,0.034933133417859225,0.14516129032258066
1,2,3,378,7040,"El Bajío Queretano","16333","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400013469","2201400013469016",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400013469-AGEB-Urbana","Localidad amanzanada",NA,"2201400013469",1,0.034933133417859225,0.14516129032258066
1,2,70,378,7061,"El Bajío Queretano","16352","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400013469","2201400013469035",70,38,32,3,NA,NA,67,37,30,66,36,30,59,30,29,57,28,29,56,28,28,NA,NA,0,6,5,NA,5,4,NA,NA,NA,0,NA,0,NA,9,6,3,17,9,4,5,84.21,13,51,6,1.48,19,11,8,50,27,23,53,29,24,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,NA,NA,NA,NA,NA,4,NA,NA,0,NA,0,NA,NA,63,0,0,0,0,0,0,NA,NA,0,NA,0,NA,5,3,NA,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,50,25,25,14.05,14.04,14.07,38,17,21,21,13,8,37,17,20,NA,0,NA,18,52,31,3,0,NA,6,NA,5,5,18,38,3,57,NA,0,12,21,5,16,70,16,54,27,21,25,19,21,21,3,3,70,3.33,0.67,21,0,NA,19,0,NA,20,21,0,21,21,0,21,20,21,0,21,0,21,0,21,NA,0,21,21,20,19,NA,3,17,21,20,16,21,21,16,13,4,0,0,0,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400013469-AGEB-Urbana","Localidad amanzanada",NA,"2201400013469",1,0.034933133417859225,0.14516129032258066
1,2,87,378,7079,"El Bajío Queretano","16369","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400013469","2201400013469052",87,41,46,0,0,0,87,41,46,86,40,46,79,38,41,74,35,39,68,34,34,NA,NA,0,7,NA,5,10,4,6,5,3,NA,6,NA,5,8,NA,6,18,20,11,9,112.2,13,61,13,1.74,21,11,10,64,30,34,75,33,42,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,9,4,6,0,NA,0,NA,NA,74,0,0,0,0,0,0,0,0,0,6,NA,5,8,NA,6,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,3,NA,NA,0,0,0,6,3,3,58,29,29,13.64,13.66,13.62,39,14,25,40,24,16,38,14,24,NA,0,NA,24,63,45,7,NA,0,NA,0,13,0,25,44,10,84,0,0,3,30,9,21,87,17,70,56,30,52,26,29,30,16,10,87,2.9,0.59,29,0,4,25,0,NA,27,29,0,29,29,0,29,27,29,0,29,0,29,0,29,NA,0,29,29,26,28,0,0,24,28,27,24,29,29,24,20,13,NA,0,0,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400013469-AGEB-Urbana","Localidad amanzanada",NA,"2201400013469",1,0.034933133417859225,0.14516129032258066
1,2,88,428,8782,"El Bajío Queretano","17901","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400014166","2201400014166050",88,51,37,7,4,3,81,47,34,76,43,33,69,40,29,69,40,29,67,38,29,6,4,NA,6,3,3,5,3,NA,0,0,0,NA,NA,0,7,3,4,35,3,NA,NA,72.55,19,67,NA,0.93,36,23,13,47,25,22,57,34,23,17,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,4,NA,NA,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,7,7,0,59,31,28,14.14,13.6,14.9,53,26,27,16,14,NA,51,26,25,NA,0,NA,11,77,69,NA,0,0,NA,0,10,0,13,51,5,78,NA,0,8,36,11,25,88,24,64,42,36,30,24,36,36,6,0,88,2.44,0.66,36,0,10,26,0,NA,34,36,0,36,36,0,4,0,36,0,36,0,36,0,36,11,0,35,29,28,25,3,NA,17,32,29,16,35,34,26,20,10,3,NA,0,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400014166-AGEB-Urbana","Localidad amanzanada",NA,"2201400014166",1,0.02135882192122708,0.13846153846153847
1,2,19,428,8785,"El Bajío Queretano","17904","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400014166","2201400014166053",19,9,10,NA,0,NA,18,9,9,17,8,9,16,7,9,16,7,9,15,7,8,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,6,0,0,0,111.11,3,16,0,1,7,NA,5,12,7,5,9,NA,7,8,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,NA,0,0,0,15,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,4,10,5,5,12.44,12.43,12.44,12,5,7,4,NA,NA,11,5,6,NA,0,NA,6,13,9,NA,0,0,0,0,NA,0,5,10,NA,14,0,0,5,7,0,7,19,0,19,10,7,10,7,7,7,3,0,19,2.71,1.36,7,0,3,4,0,7,0,7,0,7,6,0,NA,0,7,0,7,0,7,0,7,NA,0,7,6,5,6,NA,NA,5,7,7,3,7,5,4,3,4,0,0,0,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400014166-AGEB-Urbana","Localidad amanzanada",NA,"2201400014166",1,0.02135882192122708,0.13846153846153847
