"strata_1","cluster_2","total","cluster_3","cluster_0","region","id","ENTIDAD","NOM_ENT","MUN","NOM_MUN","LOC","NOM_LOC","AGEB","MZA","POBTOT","POBFEM","POBMAS","P_0A2","P_0A2_F","P_0A2_M","P_3YMAS","P_3YMAS_F","P_3YMAS_M","P_5YMAS","P_5YMAS_F","P_5YMAS_M","P_12YMAS","P_12YMAS_F","P_12YMAS_M","P_15YMAS","P_15YMAS_F","P_15YMAS_M","P_18YMAS","P_18YMAS_F","P_18YMAS_M","P_3A5","P_3A5_F","P_3A5_M","P_6A11","P_6A11_F","P_6A11_M","P_8A14","P_8A14_F","P_8A14_M","P_12A14","P_12A14_F","P_12A14_M","P_15A17","P_15A17_F","P_15A17_M","P_18A24","P_18A24_F","P_18A24_M","P_15A49_F","P_60YMAS","P_60YMAS_F","P_60YMAS_M","REL_H_M","POB0_14","POB15_64","POB65_MAS","PROM_HNV","PNACENT","PNACENT_F","PNACENT_M","PNACOE","PNACOE_F","PNACOE_M","PRES2015","PRES2015_F","PRES2015_M","PRESOE15","PRESOE15_F","PRESOE15_M","P3YM_HLI","P3YM_HLI_F","P3YM_HLI_M","P3HLINHE","P3HLINHE_F","P3HLINHE_M","P3HLI_HE","P3HLI_HE_F","P3HLI_HE_M","P5_HLI","P5_HLI_NHE","P5_HLI_HE","PHOG_IND","POB_AFRO","POB_AFRO_F","POB_AFRO_M","PCON_DISC","PCDISC_MOT","PCDISC_VIS","PCDISC_LENG","PCDISC_AUD","PCDISC_MOT2","PCDISC_MEN","PCON_LIMI","PCLIM_CSB","PCLIM_VIS","PCLIM_HACO","PCLIM_OAUD","PCLIM_MOT2","PCLIM_RE_CO","PCLIM_PMEN","PSIND_LIM","P3A5_NOA","P3A5_NOA_F","P3A5_NOA_M","P6A11_NOA","P6A11_NOAF","P6A11_NOAM","P12A14NOA","P12A14NOAF","P12A14NOAM","P15A17A","P15A17A_F","P15A17A_M","P18A24A","P18A24A_F","P18A24A_M","P8A14AN","P8A14AN_F","P8A14AN_M","P15YM_AN","P15YM_AN_F","P15YM_AN_M","P15YM_SE","P15YM_SE_F","P15YM_SE_M","P15PRI_IN","P15PRI_INF","P15PRI_INM","P15PRI_CO","P15PRI_COF","P15PRI_COM","P15SEC_IN","P15SEC_INF","P15SEC_INM","P15SEC_CO","P15SEC_COF","P15SEC_COM","P18YM_PB","P18YM_PB_F","P18YM_PB_M","GRAPROES","GRAPROES_F","GRAPROES_M","PEA","PEA_F","PEA_M","PE_INAC","PE_INAC_F","PE_INAC_M","POCUPADA","POCUPADA_F","POCUPADA_M","PDESOCUP","PDESOCUP_F","PDESOCUP_M","PSINDER","PDER_SS","PDER_IMSS","PDER_ISTE","PDER_ISTEE","PAFIL_PDOM","PDER_SEGP","PDER_IMSSB","PAFIL_IPRIV","PAFIL_OTRAI","P12YM_SOLT","P12YM_CASA","P12YM_SEPA","PCATOLICA","PRO_CRIEVA","POTRAS_REL","PSIN_RELIG","TOTHOG","HOGJEF_F","HOGJEF_M","POBHOG","PHOGJEF_F","PHOGJEF_M","VIVTOT","TVIVHAB","TVIVPAR","VIVPAR_HAB","VIVPARH_CV","TVIVPARHAB","VIVPAR_DES","VIVPAR_UT","OCUPVIVPAR","PROM_OCUP","PRO_OCUP_C","VPH_PISODT","VPH_PISOTI","VPH_1DOR","VPH_2YMASD","VPH_1CUART","VPH_2CUART","VPH_3YMASC","VPH_C_ELEC","VPH_S_ELEC","VPH_AGUADV","VPH_AEASP","VPH_AGUAFV","VPH_TINACO","VPH_CISTER","VPH_EXCSA","VPH_LETR","VPH_DRENAJ","VPH_NODREN","VPH_C_SERV","VPH_NDEAED","VPH_DSADMA","VPH_NDACMM","VPH_SNBIEN","VPH_REFRI","VPH_LAVAD","VPH_HMICRO","VPH_AUTOM","VPH_MOTO","VPH_BICI","VPH_RADIO","VPH_TV","VPH_PC","VPH_TELEF","VPH_CEL","VPH_INTER","VPH_STVP","VPH_SPMVPI","VPH_CVJ","VPH_SINRTV","VPH_SINLTC","VPH_SINCINT","VPH_SINTIC","AMBITO","tipo_localidad","ARLU","AULR","tipo","TAMLOC","AGEBR","fpc_2","fpc_3","fpc_0"
2,5,1559,1005,21938,"Los Valles Centrales","29742","22","Querétaro","22008","Huimilpan","220080018","El Milagro","220080018001A","220080018001A800",1559,869,690,99,57,42,1460,812,648,1403,790,613,1167,663,504,1068,615,453,983,572,411,90,45,45,203,104,99,232,111,121,99,48,51,85,43,42,181,107,74,465,150,87,63,79.4,491,973,95,2.33,1487,830,657,61,35,26,1384,786,598,2,1,1,2,1,1,0,0,0,1,1,0,2,0,1,3,1,1,0,104,59,41,6,15,5,25,160,77,78,7,29,4,33,21,1285,38,16,22,6,5,1,19,7,12,39,24,15,21,14,7,6,1,5,91,58,33,109,69,40,184,105,79,294,156,138,29,11,18,320,195,125,112,66,46,6.66,6.67,6.65,629,264,365,530,394,136,618,264,354,11,0,11,473,1083,217,18,2,6,798,45,3,0,385,683,99,1511,33,0,14,452,217,235,1559,680,879,521,452,521,452,NA,452,47,22,1559,3.45,0.99,445,7,164,288,27,82,343,449,3,451,450,1,371,21,445,1,448,4,446,0,446,218,8,423,324,206,224,41,59,264,417,72,62,394,62,139,19,23,26,50,355,16,"Rural","Localidad puntual","22008001A-AGEB-Rural","220080018001A800-LOC-Rural","Localidad puntual rural",4,"22008001A",0.24670654669146602,0.2541295370571615,1
2,5,832,1017,21951,"Los Valles Centrales","29754","22","Querétaro","22008","Huimilpan","220080030","San Ignacio","2200800300043","2200800300043800",832,449,383,55,32,23,777,417,360,732,396,336,601,330,271,547,303,244,503,279,224,62,32,30,114,55,59,130,62,68,54,27,27,44,24,20,104,61,43,234,77,41,36,85.3,285,498,49,3.15,737,383,354,79,56,23,698,382,316,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,30,15,12,1,5,4,4,116,43,84,4,27,3,30,6,683,30,14,16,2,1,1,4,1,3,23,17,6,4,4,0,1,1,0,32,17,15,54,27,27,90,41,49,145,76,69,21,9,12,176,100,76,49,41,8,6.61,7.08,6.03,389,152,237,210,177,33,388,152,236,1,0,1,193,638,12,1,0,0,617,4,5,1,221,354,26,806,1,0,25,205,47,158,832,156,676,319,205,316,202,NA,205,47,67,832,4.06,1.09,201,4,63,142,5,19,181,204,1,203,195,2,193,15,197,1,197,8,197,0,197,46,1,196,140,89,157,36,68,131,184,15,19,187,19,61,1,6,11,15,172,3,"Rural","Localidad puntual","220080043-AGEB-Rural","2200800300043800-LOC-Rural","Localidad puntual rural",3,"220080043",0.24670654669146602,0.13562269071940883,1
2,5,3,1024,25137,"Los Valles Centrales","4838","22","Querétaro","22008","Huimilpan","220080037","El Vegil","2200800370128","2200800370128004",3,NA,NA,0,0,0,3,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,200,0,NA,NA,7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,3.67,0,5.5,NA,0,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,NA,NA,3,NA,NA,5,3,5,3,3,3,0,NA,3,1,0.75,3,0,3,0,NA,NA,0,3,0,3,3,0,NA,0,3,0,3,0,3,0,3,3,0,0,0,0,0,0,0,3,NA,0,0,NA,NA,0,0,0,0,NA,NA,0,"Urbana","Localidad amanzanada","220080037-LOC-Urbana","2200800370128-AGEB-Urbana","Localidad amanzanada",NA,"2200800370128",0.24670654669146602,0.4663660073896979,0.06382978723404255
2,5,58,1024,25168,"Los Valles Centrales","4866","22","Querétaro","22008","Huimilpan","220080037","El Vegil","2200800370128","2200800370128032",58,34,24,3,NA,NA,55,33,22,53,32,21,43,26,17,40,24,16,37,22,15,3,NA,NA,9,5,4,9,6,3,3,NA,NA,3,NA,NA,11,7,4,19,4,3,NA,70.59,18,37,3,1.96,58,34,24,0,0,0,53,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,0,0,0,0,3,NA,0,0,NA,0,0,0,54,NA,0,NA,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,7,4,3,8,4,4,4,NA,NA,10,4,6,NA,NA,0,12,9,3,4,3,NA,6.38,7.17,5.19,23,9,14,20,17,3,23,9,14,0,0,0,19,39,9,3,0,0,27,0,0,0,18,19,6,58,0,0,0,15,3,12,58,8,50,18,15,18,15,15,15,NA,NA,58,3.87,1.57,13,NA,8,7,NA,5,8,15,0,15,13,0,14,0,15,0,15,0,15,0,15,10,0,11,8,NA,5,0,0,13,15,0,NA,11,3,0,0,0,0,3,12,0,"Urbana","Localidad amanzanada","220080037-LOC-Urbana","2200800370128-AGEB-Urbana","Localidad amanzanada",NA,"2200800370128",0.24670654669146602,0.4663660073896979,0.06382978723404255
2,5,21,1024,25178,"Los Valles Centrales","4875","22","Querétaro","22008","Huimilpan","220080037","El Vegil","2200800370128","2200800370128041",21,8,13,NA,0,NA,19,8,11,18,8,10,14,6,8,11,4,7,8,4,4,NA,0,NA,4,NA,NA,5,3,NA,3,NA,NA,3,0,3,0,0,0,4,0,0,0,162.5,10,11,0,2.17,19,6,13,NA,NA,0,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,0,0,7,NA,5,NA,NA,0,8.64,8.5,8.71,9,NA,7,5,4,NA,9,NA,7,0,0,0,5,16,0,0,0,0,16,0,0,0,6,8,0,21,0,0,0,4,0,4,21,0,21,4,4,4,4,4,4,0,0,21,5.25,1.31,4,0,0,4,0,0,4,4,0,4,4,0,4,0,4,0,4,0,4,0,4,NA,0,4,4,4,3,0,NA,4,4,0,0,4,4,3,0,0,0,0,0,0,"Urbana","Localidad amanzanada","220080037-LOC-Urbana","2200800370128-AGEB-Urbana","Localidad amanzanada",NA,"2200800370128",0.24670654669146602,0.4663660073896979,0.06382978723404255
2,5,51,1053,25218,"Los Valles Centrales","4910","22","Querétaro","22008","Huimilpan","220080116","Cumbres del Cimatario","2200801160132","2200801160132029",51,32,19,NA,NA,NA,49,31,18,48,31,17,45,28,17,44,27,17,37,22,15,NA,0,NA,3,3,0,3,3,0,NA,NA,0,7,5,NA,4,4,0,24,6,NA,4,59.38,7,40,4,0.79,38,24,14,13,8,5,45,29,16,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,NA,0,47,0,0,0,0,0,0,0,0,0,6,4,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,4,NA,NA,34,20,14,14.48,13.89,15.41,33,20,13,12,8,4,33,20,13,0,0,0,7,44,31,4,0,0,NA,0,19,0,18,18,9,37,6,NA,7,23,9,14,51,16,35,26,23,25,22,23,23,3,0,51,2.22,0.45,23,0,13,10,NA,0,22,23,0,23,23,0,21,5,23,0,23,0,23,0,23,NA,0,23,23,18,22,0,0,8,23,21,22,23,23,18,18,9,0,0,0,0,"Urbana","Localidad amanzanada","220080116-LOC-Urbana","2200801160132-AGEB-Urbana","Localidad amanzanada",NA,"2200801160132",0.24670654669146602,0.4169745707454901,0.09090909090909091
2,5,18,1053,25213,"Los Valles Centrales","4906","22","Querétaro","22008","Huimilpan","220080116","Cumbres del Cimatario","2200801160132","2200801160132025",18,6,12,NA,0,NA,17,6,11,17,6,11,17,6,11,17,6,11,16,6,10,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,4,NA,NA,NA,200,NA,15,NA,2.5,16,5,11,NA,NA,NA,17,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,10,15.24,15.67,15,14,5,9,3,NA,NA,14,5,9,0,0,0,0,18,17,0,0,0,NA,0,0,0,4,12,NA,13,NA,0,3,10,NA,8,18,4,14,11,10,11,10,10,10,NA,0,18,1.8,0.38,10,0,6,4,0,0,10,10,0,10,10,0,10,NA,10,0,10,0,10,0,10,0,0,10,10,3,10,NA,0,NA,10,10,10,10,10,10,9,4,0,0,0,0,"Urbana","Localidad amanzanada","220080116-LOC-Urbana","2200801160132-AGEB-Urbana","Localidad amanzanada",NA,"2200801160132",0.24670654669146602,0.4169745707454901,0.09090909090909091
2,5,123,1053,25214,"Los Valles Centrales","4907","22","Querétaro","22008","Huimilpan","220080116","Cumbres del Cimatario","2200801160132","2200801160132026",123,65,58,5,3,NA,118,62,56,117,61,56,100,50,50,94,48,46,86,42,44,NA,NA,NA,16,11,5,17,9,8,6,NA,4,8,6,NA,15,6,9,36,9,4,5,89.23,29,90,4,1.62,63,31,32,58,33,25,104,53,51,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,4,NA,NA,NA,NA,NA,NA,0,117,0,0,0,0,0,0,NA,0,NA,6,5,NA,12,5,7,0,0,0,0,0,0,0,0,0,NA,NA,NA,9,8,NA,NA,0,NA,10,NA,8,66,33,33,13.51,12.9,14.18,54,18,36,46,32,14,53,18,35,NA,0,NA,34,89,57,NA,0,0,9,0,41,4,41,55,4,106,9,0,8,31,3,28,123,5,118,35,31,29,25,31,31,NA,3,123,3.97,0.72,31,0,5,26,NA,NA,28,31,0,30,30,NA,29,25,31,0,31,0,30,0,31,4,0,29,28,26,27,NA,0,24,31,26,25,31,25,26,23,14,0,0,5,0,"Urbana","Localidad amanzanada","220080116-LOC-Urbana","2200801160132-AGEB-Urbana","Localidad amanzanada",NA,"2200801160132",0.24670654669146602,0.4169745707454901,0.09090909090909091
2,6,71,1077,25749,"Los Valles Centrales","5389","22","Querétaro","22011","El Marqués","220110001","La Cañada","2201100010157","2201100010157046",71,40,31,3,NA,NA,68,38,30,62,35,27,57,33,24,53,29,24,49,25,24,7,3,4,4,NA,NA,8,6,NA,4,4,0,4,4,0,12,5,7,23,6,3,3,77.5,18,51,NA,1.64,67,39,28,4,NA,3,62,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,12,6,NA,NA,NA,NA,NA,0,7,NA,4,0,NA,0,0,NA,57,NA,0,NA,NA,NA,NA,NA,NA,0,3,3,0,3,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,8,4,4,0,0,0,16,8,8,24,13,11,10.3,10.45,10.13,31,12,19,25,20,5,31,12,19,0,0,0,7,64,52,0,0,0,12,0,0,0,20,34,3,62,4,0,5,12,3,9,71,18,53,18,12,18,12,12,12,4,NA,71,5.92,1.29,11,NA,NA,10,0,0,12,12,0,12,12,0,10,0,12,0,12,0,12,0,12,NA,0,12,10,7,10,NA,6,6,12,7,8,11,8,9,NA,NA,0,NA,4,0,"Urbana","Localidad amanzanada","220110001-LOC-Urbana","2201100010157-AGEB-Urbana","Localidad amanzanada",NA,"2201100010157",1,0.10445119740318042,0.07317073170731707
2,6,14,1077,25760,"Los Valles Centrales","5399","22","Querétaro","22011","El Marqués","220110001","La Cañada","2201100010157","2201100010157056",14,5,9,0,0,0,14,5,9,14,5,9,13,5,8,12,4,8,12,4,8,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,3,0,0,0,180,NA,12,0,2,9,4,5,5,NA,4,14,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,11,3,8,14.92,14,15.38,8,NA,6,5,3,NA,8,NA,6,0,0,0,0,14,13,0,0,0,0,0,NA,0,7,6,0,14,0,0,0,3,0,3,14,0,14,3,3,3,3,3,3,0,0,14,4.67,0.67,NA,NA,0,3,0,0,3,3,0,3,3,0,3,NA,3,0,3,0,3,0,3,0,0,3,3,3,3,0,0,3,3,3,3,3,3,3,NA,NA,0,0,0,0,"Urbana","Localidad amanzanada","220110001-LOC-Urbana","2201100010157-AGEB-Urbana","Localidad amanzanada",NA,"2201100010157",1,0.10445119740318042,0.07317073170731707
2,6,0,1077,25742,"Los Valles Centrales","5382","22","Querétaro","22011","El Marqués","220110001","La Cañada","2201100010157","2201100010157033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Urbana","Localidad amanzanada","220110001-LOC-Urbana","2201100010157-AGEB-Urbana","Localidad amanzanada",NA,"2201100010157",1,0.10445119740318042,0.07317073170731707
2,6,188,1098,26156,"Los Valles Centrales","5755","22","Querétaro","22011","El Marqués","220110026","Chichimequillas","2201100260142","2201100260142016",188,96,92,7,NA,6,181,95,86,174,90,84,148,78,70,136,72,64,125,67,58,10,7,3,23,10,13,28,14,14,12,6,6,11,5,6,16,9,7,53,14,7,7,95.83,52,128,8,1.91,184,94,90,4,NA,NA,172,89,83,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,6,5,NA,3,NA,NA,0,20,8,16,4,8,4,5,0,162,6,4,NA,3,NA,NA,0,0,0,8,4,4,5,NA,4,NA,NA,NA,8,3,5,5,3,NA,16,9,7,16,9,7,6,3,3,64,33,31,24,13,11,8.21,8.08,8.36,97,44,53,51,34,17,93,42,51,4,NA,NA,45,143,97,0,0,0,45,0,0,NA,46,77,25,183,0,NA,4,55,31,24,188,106,82,61,55,61,55,55,55,5,NA,188,3.42,1.15,53,NA,27,28,NA,23,31,54,NA,55,55,0,51,6,55,0,55,0,54,0,55,39,NA,46,34,18,15,NA,NA,12,48,11,19,47,25,36,NA,NA,7,6,28,NA,"Urbana","Localidad amanzanada","220110026-LOC-Urbana","2201100260142-AGEB-Urbana","Localidad amanzanada",NA,"2201100260142",1,0.10900944454995942,0.06
2,6,210,1098,26187,"Los Valles Centrales","5783","22","Querétaro","22011","El Marqués","220110026","Chichimequillas","2201100260142","2201100260142045",210,115,95,13,4,9,197,111,86,192,107,85,167,90,77,149,80,69,137,73,64,8,7,NA,22,14,8,33,20,13,18,10,8,12,7,5,28,18,10,65,11,7,4,82.61,61,144,5,2.19,202,110,92,8,5,3,191,106,85,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,11,3,5,NA,3,NA,NA,3,190,5,4,NA,NA,NA,NA,4,4,0,9,5,4,4,3,NA,NA,NA,0,6,4,NA,5,4,NA,9,6,3,29,17,12,4,NA,3,67,31,36,27,16,11,8.49,8.29,8.72,84,29,55,83,61,22,82,29,53,NA,0,NA,75,135,56,0,0,NA,79,0,0,0,62,94,11,205,4,0,NA,42,13,29,210,56,154,48,42,48,42,42,42,6,0,210,5,1.52,37,5,15,27,NA,12,28,42,0,42,42,0,25,NA,42,0,42,0,42,0,42,17,0,34,25,19,23,3,23,36,35,14,17,39,27,30,0,0,NA,3,13,NA,"Urbana","Localidad amanzanada","220110026-LOC-Urbana","2201100260142-AGEB-Urbana","Localidad amanzanada",NA,"2201100260142",1,0.10900944454995942,0.06
2,6,126,1098,26171,"Los Valles Centrales","5769","22","Querétaro","22011","El Marqués","220110026","Chichimequillas","2201100260142","2201100260142030",126,68,58,4,3,NA,122,65,57,117,61,56,100,57,43,92,53,39,80,44,36,5,4,NA,17,4,13,21,7,14,8,4,4,12,9,3,17,10,7,43,7,4,3,85.29,34,88,4,1.89,121,66,55,4,NA,NA,115,59,56,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,3,3,NA,NA,NA,NA,NA,NA,19,8,11,NA,8,NA,7,0,104,4,3,NA,0,0,0,NA,0,NA,8,7,NA,5,3,NA,0,0,0,4,4,0,3,3,0,4,NA,3,25,18,7,3,NA,NA,29,15,14,22,10,12,8.54,8.06,9.18,50,19,31,50,38,12,50,19,31,0,0,0,31,95,37,0,0,0,55,0,NA,3,40,54,6,119,NA,0,5,26,5,21,126,18,108,26,26,25,25,26,26,0,0,126,4.85,1.34,26,0,7,19,4,4,18,26,0,25,20,NA,20,4,26,0,26,0,25,0,26,13,0,23,17,15,12,NA,15,21,26,7,5,22,18,22,0,NA,0,4,7,0,"Urbana","Localidad amanzanada","220110026-LOC-Urbana","2201100260142-AGEB-Urbana","Localidad amanzanada",NA,"2201100260142",1,0.10900944454995942,0.06
2,6,1839,1140,22296,"Los Valles Centrales","30063","22","Querétaro","22011","El Marqués","220110069","San Vicente Ferrer","220110069002A","220110069002A800",1839,950,889,81,40,41,1758,910,848,1693,875,818,1427,735,692,1334,691,643,1245,645,600,107,51,56,224,124,100,238,126,112,93,44,49,89,46,43,209,104,105,534,173,88,85,93.58,505,1228,106,2.35,1752,899,853,82,49,33,1685,871,814,7,4,3,6,1,5,0,0,0,6,1,5,6,0,6,15,4,2,2,56,21,26,6,12,1,7,197,52,128,5,35,3,35,19,1577,36,19,17,3,2,1,10,5,5,51,28,23,37,17,20,5,2,3,79,48,31,135,76,59,92,47,45,354,178,176,35,16,19,458,237,221,222,119,103,7.49,7.46,7.53,839,320,519,586,415,171,824,318,506,15,2,13,823,1015,383,16,0,2,585,0,15,26,442,855,130,1728,30,0,77,458,153,305,1839,618,1221,588,458,584,454,NA,458,106,24,1839,4.02,1.2,446,11,140,317,22,111,324,454,3,444,327,13,369,27,452,2,454,3,439,0,451,227,2,394,305,185,226,20,88,303,430,74,110,401,248,268,25,10,15,45,199,5,"Rural","Localidad puntual","22011002A-AGEB-Rural","220110069002A800-LOC-Rural","Localidad puntual rural",4,"22011002A",1,0.04762850285753751,1
2,6,72,1251,27517,"Los Valles Centrales","6980","22","Querétaro","22011","El Marqués","220110438","El Mirador","2201104380797","2201104380797009",72,36,36,4,NA,3,68,35,33,65,32,33,56,24,32,52,21,31,50,21,29,4,4,0,8,7,NA,7,5,NA,4,3,NA,NA,0,NA,4,NA,3,14,4,NA,NA,100,20,50,NA,1.46,26,16,10,43,18,25,53,28,25,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,9,NA,7,NA,0,0,NA,0,63,NA,NA,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,0,0,0,6,NA,5,42,18,24,14.77,14.9,14.68,39,14,25,17,10,7,39,14,25,0,0,0,6,66,51,5,0,0,3,NA,12,0,14,35,7,58,7,0,7,25,5,20,72,12,60,25,25,16,16,25,25,0,0,72,2.88,0.65,25,0,4,21,0,NA,24,25,0,25,23,0,8,18,25,0,24,NA,24,0,24,NA,0,25,25,20,24,3,5,21,25,21,14,25,20,16,15,11,0,0,3,0,"Urbana","Localidad amanzanada","220110438-LOC-Urbana","2201104380797-AGEB-Urbana","Localidad amanzanada",NA,"2201104380797",1,0.07461539789699052,0.06976744186046512
2,6,20,1251,27526,"Los Valles Centrales","6989","22","Querétaro","22011","El Marqués","220110438","El Mirador","2201104380797","2201104380797018",20,9,11,NA,0,NA,19,9,10,18,8,10,16,7,9,15,7,8,14,7,7,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,4,3,NA,NA,122.22,5,12,3,1.57,6,NA,4,12,6,6,5,NA,3,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,14,7,7,15,15.57,14.5,9,4,5,7,3,4,9,4,5,0,0,0,NA,18,9,NA,0,0,NA,0,6,0,6,8,NA,20,0,0,0,6,3,3,20,7,13,14,6,12,4,6,6,8,0,20,3.33,0.95,6,0,NA,5,0,0,6,6,0,6,6,0,6,0,6,0,6,0,6,0,6,0,0,6,5,6,6,0,0,5,6,5,3,6,6,5,4,NA,0,0,0,0,"Urbana","Localidad amanzanada","220110438-LOC-Urbana","2201104380797-AGEB-Urbana","Localidad amanzanada",NA,"2201104380797",1,0.07461539789699052,0.06976744186046512
2,6,64,1251,27532,"Los Valles Centrales","6994","22","Querétaro","22011","El Marqués","220110438","El Mirador","2201104380797","2201104380797023",64,31,33,3,NA,NA,61,30,31,58,29,29,47,27,20,45,25,20,44,24,20,5,NA,4,9,NA,7,9,3,6,NA,NA,0,NA,NA,0,0,0,0,18,7,5,NA,106.45,19,39,6,1.7,26,13,13,31,16,15,45,24,21,8,4,4,6,3,3,0,0,0,6,3,3,6,0,6,6,0,0,0,4,NA,3,0,0,NA,0,4,NA,NA,NA,NA,0,NA,0,56,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,3,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,36,20,16,14.2,13.84,14.65,35,17,18,12,10,NA,34,17,17,NA,0,NA,17,47,41,5,NA,0,0,0,NA,0,10,27,10,48,5,0,10,23,13,10,64,35,29,23,23,13,13,23,23,0,0,64,2.78,0.74,22,NA,7,16,0,NA,21,22,NA,21,21,NA,11,15,22,0,22,NA,21,NA,22,4,0,20,20,17,19,NA,4,17,20,15,15,23,20,13,14,4,NA,0,3,0,"Urbana","Localidad amanzanada","220110438-LOC-Urbana","2201104380797-AGEB-Urbana","Localidad amanzanada",NA,"2201104380797",1,0.07461539789699052,0.06976744186046512
